x,y,z,V,Ex,Ey,Ez,E_mag
-0.030000,0.110000,-0.010000,7.98564101e-02,-1.73609889e-01,7.26379957e-01,-8.56302783e-02,7.51731853e-01
-0.030000,0.110000,0.000000,3.21157069e-01,-7.04998892e-01,2.96203038e+00,-1.20433901e+05,1.20433901e+05
-0.030000,0.110000,0.010000,3.19425640e-01,-6.94439555e-01,2.90551983e+00,3.42521113e-01,3.00692741e+00
-0.030000,0.110000,0.020000,3.14447795e-01,-6.64556842e-01,2.74897772e+00,6.43265530e-01,2.90039736e+00
-0.030000,0.110000,0.030000,3.06789733e-01,-6.19993116e-01,2.52413946e+00,8.75899772e-01,2.74278543e+00
-0.030000,0.110000,0.040000,2.97179635e-01,-5.66549191e-01,2.26664680e+00,1.03406956e+00,2.55498836e+00
-0.030000,0.110000,0.050000,2.86330515e-01,-5.09596146e-01,2.00497263e+00,1.12577909e+00,2.35520318e+00
-0.030000,0.110000,0.060000,2.74838440e-01,-4.53211370e-01,1.75705979e+00,1.16517101e+00,2.15645151e+00
-0.030000,0.110000,0.070000,2.63152878e-01,-4.00020381e-01,1.53192142e+00,1.16674417e+00,1.96674642e+00
-0.030000,0.110000,0.080000,2.51588557e-01,-3.51433304e-01,1.33263513e+00,1.14271734e+00,1.79031413e+00
-0.030000,0.110000,0.090000,2.40352495e-01,-3.07997068e-01,1.15890906e+00,1.10241363e+00,1.62887943e+00
-0.030000,0.110000,0.100000,2.29571925e-01,-2.69714642e-01,1.00879686e+00,1.05254940e+00,1.48265887e+00
-0.030000,0.120000,-0.100000,5.49117176e-02,-5.97883188e-02,2.43652919e-01,-2.30262190e-01,3.40532031e-01
-0.030000,0.120000,-0.090000,5.72541046e-02,-6.75497875e-02,2.76686552e-01,-2.37851758e-01,3.71068566e-01
-0.030000,0.120000,-0.080000,5.96596023e-02,-7.61792174e-02,3.14022979e-01,-2.42684768e-01,4.04115826e-01
-0.030000,0.120000,-0.070000,6.20940647e-02,-8.56156976e-02,3.55684315e-01,-2.43384652e-01,4.39405813e-01
-0.030000,0.120000,-0.060000,6.45077455e-02,-9.56911053e-02,4.01257805e-01,-2.38208748e-01,4.76348634e-01
-0.030000,0.120000,-0.050000,6.68318422e-02,-1.06086246e-01,4.49617956e-01,-2.25110389e-01,5.13892290e-01
-0.030000,0.120000,-0.040000,6.89764673e-02,-1.16293090e-01,4.98599705e-01,-2.01980184e-01,5.50383270e-01
-0.030000,0.120000,-0.030000,7.08323655e-02,-1.25606616e-01,5.44747208e-01,-1.67167954e-01,5.83499501e-01
-0.030000,0.120000,-0.020000,7.22793979e-02,-1.33178783e-01,5.83397422e-01,-1.20300832e-01,6.10378104e-01
-0.030000,0.120000,-0.010000,7.32038256e-02,-1.38158367e-01,6.09413844e-01,-6.31547532e-02,6.28061693e-01
-0.030000,0.120000,0.000000,2.94089022e-01,-5.59596884e-01,2.47450952e+00,-1.10283383e+05,1.10283383e+05
-0.030000,0.120000,0.010000,2.92815302e-01,-5.52633469e-01,2.43765538e+00,2.52619013e-01,2.51224677e+00
-0.030000,0.120000,0.020000,2.89117591e-01,-5.32715132e-01,2.33358969e+00,4.81203326e-01,2.44151242e+00
-0.030000,0.120000,0.030000,2.83329462e-01,-5.02426462e-01,2.17898883e+00,6.68671815e-01,2.33399800e+00
-0.030000,0.120000,0.040000,2.75905869e-01,-4.65172358e-01,1.99439882e+00,8.07920737e-01,2.20153308e+00
-0.030000,0.120000,0.050000,2.67327369e-01,-4.24344986e-01,1.79847182e+00,9.00441557e-01,2.05556916e+00
-0.030000,0.120000,0.060000,2.58030982e-01,-3.82764421e-01,1.60503122e+00,9.52834993e-01,1.90539454e+00
-0.030000,0.120000,0.070000,2.48376259e-01,-3.42462791e-01,1.42273726e+00,9.73538609e-01,1.75762325e+00
-0.030000,0.120000,0.080000,2.38638409e-01,-3.04716869e-01,1.25609191e+00,9.70739074e-01,1.61646331e+00
-0.030000,0.120000,0.090000,2.29016418e-01,-2.70199150e-01,1.10674621e+00,9.51407031e-01,1.48427426e+00
-0.030000,0.120000,0.100000,2.19646870e-01,-2.39153275e-01,9.74611677e-01,9.21048758e-01,1.36212812e+00
-0.030000,0.130000,-0.100000,5.25263606e-02,-5.28932936e-02,2.33168926e-01,-2.01198842e-01,3.12484276e-01
-0.030000,0.130000,-0.090000,5.45601934e-02,-5.91590217e-02,2.61894956e-01,-2.05181736e-01,3.37917598e-01
-0.030000,0.130000,-0.080000,5.66207452e-02,-6.59932875e-02,2.93650578e-01,-2.06382720e-01,3.64937807e-01
-0.030000,0.130000,-0.070000,5.86750625e-02,-7.33119178e-02,3.28204074e-01,-2.03742023e-01,3.93196342e-01
-0.030000,0.130000,-0.060000,6.06786770e-02,-8.09520027e-02,3.64949125e-01,-1.96025801e-01,4.22098573e-01
-0.030000,0.130000,-0.050000,6.25742871e-02,-8.86501430e-02,4.02747690e-01,-1.81926179e-01,4.50734605e-01
-0.030000,0.130000,-0.040000,6.42919712e-02,-9.60299006e-02,4.39789815e-01,-1.60273455e-01,4.77833029e-01
-0.030000,0.130000,-0.030000,6.57521895e-02,-1.02611344e-01,4.73555039e-01,-1.30381492e-01,5.01779630e-01
-0.030000,0.130000,-0.020000,6.68727590e-02,-1.07856286e-01,5.00996725e-01,-9.24808122e-02,5.20752722e-01
-0.030000,0.130000,-0.010000,6.75799826e-02,-1.11254086e-01,5.19042397e-01,-4.80792193e-02,5.33004777e-01
-0.030000,0.130000,0.000000,2.71287935e-01,-4.49729546e-01,2.10140617e+00,-1.01732976e+05,1.01732976e+05
-0.030000,0.130000,0.010000,2.70319930e-01,-4.45016343e-01,2.07616959e+00,1.92316877e-01,2.13201911e+00
-0.030000,0.130000,0.020000,2.67491036e-01,-4.31425142e-01,2.00398690e+00,3.69923249e-01,2.08301089e+00
-0.030000,0.130000,0.030000,2.63008758e-01,-4.10445375e-01,1.89422016e+00,5.21525970e-01,2.00711852e+00
-0.030000,0.130000,0.040000,2.57167885e-01,-3.84119602e-01,1.75915926e+00,6.41093819e-01,1.91133212e+00
-0.030000,0.130000,0.050000,2.50297148e-01,-3.54600572e-01,1.61099076e+00,7.27704717e-01,1.80293842e+00
-0.030000,0.130000,0.060000,2.42714708e-01,-3.23808011e-01,1.45979650e+00,7.84103203e-01,1.68839429e+00
-0.030000,0.130000,0.070000,2.34700250e-01,-2.93247671e-01,1.31281630e+00,8.14968091e-01,1.57278537e+00
-0.030000,0.130000,0.080000,2.26482981e-01,-2.63973150e-01,1.17460231e+00,8.25530880e-01,1.45975123e+00
-0.030000,0.130000,0.090000,2.18240774e-01,-2.36636087e-01,1.04757983e+00,8.20726944e-01,1.35167039e+00
-0.030000,0.130000,0.100000,2.10105442e-01,-2.11573174e-01,9.32675704e-01,8.04795370e-01,1.24993710e+00
-0.030000,0.140000,-0.100000,5.02520792e-02,-4.67437650e-02,2.21556487e-01,-1.75780524e-01,2.86654930e-01
-0.030000,0.140000,-0.090000,5.20187411e-02,-5.17913234e-02,2.46333120e-01,-1.77176168e-01,3.07820957e-01
-0.030000,0.140000,-0.080000,5.37869011e-02,-5.72000754e-02,2.73171548e-01,-1.75957739e-01,3.29932825e-01
-0.030000,0.140000,-0.070000,5.55265819e-02,-6.28831445e-02,3.01726355e-01,-1.71342943e-01,3.52635062e-01
-0.030000,0.140000,-0.060000,5.71996287e-02,-6.86984278e-02,3.31359881e-01,-1.62489689e-01,3.75395450e-01
-0.030000,0.140000,-0.050000,5.87595367e-02,-7.44391726e-02,3.61063633e-01,-1.48590870e-01,3.97476268e-01
-0.030000,0.140000,-0.040000,6.01525309e-02,-7.98326510e-02,3.89413555e-01,-1.29030864e-01,4.17929578e-01
-0.030000,0.140000,-0.030000,6.13205048e-02,-8.45533715e-02,4.14606755e-01,-1.03597264e-01,4.35637954e-01
-0.030000,0.140000,-0.020000,6.22061878e-02,-8.82558967e-02,4.34630053e-01,-7.27035983e-02,4.49419848e-01
-0.030000,0.140000,-0.010000,6.27602376e-02,-9.06265406e-02,4.47578314e-01,-3.75335215e-02,4.58201137e-01
-0.030000,0.140000,0.000000,2.51795710e-01,-3.65774154e-01,1.80825802e+00,-9.44233913e+04,9.44233913e+04
-0.030000,0.140000,0.010000,2.51040950e-01,-3.62506163e-01,1.79031325e+00,1.50134086e-01,1.83280455e+00
-0.030000,0.140000,0.020000,2.48824751e-01,-3.53023587e-01,1.73852021e+00,2.90814393e-01,1.79767939e+00
-0.030000,0.140000,0.030000,2.45282019e-01,-3.38213486e-01,1.65842702e+00,4.14389056e-01,1.74255182e+00
-0.030000,0.140000,0.040000,2.40610124e-01,-3.19330604e-01,1.55765422e+00,5.16123455e-01,1.67171831e+00
-0.030000,0.140000,0.050000,2.35038147e-01,-2.97756690e-01,1.44425453e+00,5.94363479e-01,1.58990507e+00
-0.030000,0.140000,0.060000,2.28798515e-01,-2.74793711e-01,1.32543952e+00,6.49958756e-01,1.50158180e+00
-0.030000,0.140000,0.070000,2.22106328e-01,-2.51532578e-01,1.20690542e+00,6.85371771e-01,1.41054025e+00
-0.030000,0.140000,0.080000,2.15147604e-01,-2.28800302e-01,1.09268619e+00,7.03830954e-01,1.31973130e+00
-0.030000,0.140000,0.090000,2.08074964e-01,-2.07165294e-01,9.85332478e-01,7.08704673e-01,1.23128383e+00
-0.030000,0.140000,0.100000,2.01008317e-01,-1.86975060e-01,8.86225949e-01,7.03122094e-01,1.14661972e+00
-0.030000,0.150000,-0.100000,4.80969091e-02,-4.13064803e-02,2.09434905e-01,-1.53713281e-01,2.63053184e-01
-0.030000,0.150000,-0.090000,4.96337517e-02,-4.53721528e-02,2.30697359e-01,-1.53307760e-01,2.80683403e-01
-0.030000,0.150000,-0.080000,5.11552228e-02,-4.96586813e-02,2.53310036e-01,-1.50548226e-01,2.98825580e-01
-0.030000,0.150000,-0.070000,5.26350008e-02,-5.40864663e-02,2.76897421e-01,-1.44873974e-01,3.17152953e-01
-0.030000,0.150000,-0.060000,5.40411139e-02,-5.85383316e-02,3.00868642e-01,-1.35725636e-01,3.35216534e-01
-0.030000,0.150000,-0.050000,5.53363053e-02,-6.28564211e-02,3.24384179e-01,-1.22620875e-01,3.52437092e-01
-0.030000,0.150000,-0.040000,5.64793129e-02,-6.68450979e-02,3.46354350e-01,-1.05260884e-01,3.68116091e-01
-0.030000,0.150000,-0.030000,5.74273241e-02,-7.02828348e-02,3.65493675e-01,-8.36554978e-02,3.81475485e-01
-0.030000,0.150000,-0.020000,5.81396547e-02,-7.29446338e-02,3.80449470e-01,-5.82359371e-02,3.91732234e-01
-0.030000,0.150000,-0.010000,5.85822995e-02,-7.46331558e-02,3.90000891e-01,-2.99079689e-02,3.98202574e-01
-0.030000,0.150000,0.000000,2.34930073e-01,-3.00848946e-01,1.57315324e+00,-8.80987775e+04,8.80987775e+04
-0.030000,0.150000,0.010000,2.34329198e-01,-2.98532623e-01,1.56000357e+00,1.19631876e-01,1.59281030e+00
-0.030000,0.150000,0.020000,2.32558619e-01,-2.91778535e-01,1.52179788e+00,2.32943749e-01,1.56692894e+00
-0.030000,0.150000,0.030000,2.29709296e-01,-2.81131339e-01,1.46197470e+00,3.34621991e-01,1.52590194e+00
-0.030000,0.150000,0.040000,2.25917251e-01,-2.67380392e-01,1.38541740e+00,4.21043536e-01,1.47246436e+00
-0.030000,0.150000,0.050000,2.21345221e-01,-2.51425684e-01,1.29753671e+00,4.90483502e-01,1.40974837e+00
-0.030000,0.150000,0.060000,2.16164455e-01,-2.34153326e-01,1.20347457e+00,5.42902546e-01,1.34086614e+00
-0.030000,0.150000,0.070000,2.10540003e-01,-2.16345865e-01,1.10758968e+00,5.79495896e-01,1.26861181e+00
-0.030000,0.150000,0.080000,2.04620891e-01,-1.98634725e-01,1.01324014e+00,6.02192903e-01,1.19530232e+00
-0.030000,0.150000,0.090000,1.98535007e-01,-1.81488611e-01,9.22789434e-01,6.13231039e-01,1.12273361e+00
-0.030000,0.150000,0.100000,1.92387636e-01,-1.65225921e-01,8.37739620e-01,6.14853125e-01,1.05221274e+00
-0.020000,-0.150000,-0.100000,4.84444961e-02,-2.80786253e-02,-2.13746476e-01,-1.57044874e-01,2.66719062e-01
-0.020000,-0.150000,-0.090000,5.00157570e-02,-3.08755203e-02,-2.35754668e-01,-1.56853144e-01,2.84844642e-01
-0.020000,-0.150000,-0.080000,5.15735414e-02,-3.38284236e-02,-2.59210331e-01,-1.54254368e-01,3.03527211e-01
-0.020000,-0.150000,-0.070000,5.30908535e-02,-3.68824720e-02,-2.83729475e-01,-1.48658117e-01,3.22431338e-01
-0.020000,-0.150000,-0.060000,5.45347260e-02,-3.99564679e-02,-3.08699998e-01,-1.39470952e-01,3.41092883e-01
-0.020000,-0.150000,-0.050000,5.58665590e-02,-4.29407125e-02,-3.33244747e-01,-1.26175939e-01,3.58909925e-01
-0.020000,-0.150000,-0.040000,5.70434245e-02,-4.56990934e-02,-3.56218208e-01,-1.08445656e-01,3.75153674e-01
-0.020000,-0.150000,-0.030000,5.80206239e-02,-4.80774918e-02,-3.76262905e-01,-8.62759872e-02,3.89009981e-01
-0.020000,-0.150000,-0.020000,5.87555578e-02,-4.99195063e-02,-3.91945671e-01,-6.01076192e-02,3.99657718e-01
-0.020000,-0.150000,-0.010000,5.92125420e-02,-5.10881266e-02,-4.01970023e-01,-3.08844907e-02,4.06378823e-01
-0.020000,-0.150000,0.000000,2.37470715e-01,-2.05955687e-01,-1.62168697e+00,-8.90515181e+04,8.90515181e+04
-0.020000,-0.150000,0.010000,2.36850168e-01,-2.04352506e-01,-1.60788009e+00,1.23537963e-01,1.62551529e+00
-0.020000,-0.150000,0.020000,2.35022231e-01,-1.99678025e-01,-1.56778268e+00,2.40430477e-01,1.59863087e+00
-0.020000,-0.150000,0.030000,2.32082496e-01,-1.92309967e-01,-1.50505162e+00,3.45103949e-01,1.55603992e+00
-0.020000,-0.150000,0.040000,2.28173698e-01,-1.82796374e-01,-1.42487283e+00,4.33782625e-01,1.50061469e+00
-0.020000,-0.150000,0.050000,2.23466236e-01,-1.71762850e-01,-1.33297899e+00,5.04703755e-01,1.43563970e+00
-0.020000,-0.150000,0.060000,2.18138904e-01,-1.59825872e-01,-1.23479999e+00,5.57883807e-01,1.36437153e+00
-0.020000,-0.150000,0.070000,2.12363414e-01,-1.47529888e-01,-1.13491790e+00,5.94632467e-01,1.28972535e+00
-0.020000,-0.150000,0.080000,2.06294166e-01,-1.35313695e-01,-1.03684132e+00,6.17017471e-01,1.21410885e+00
-0.020000,-0.150000,0.090000,2.00063028e-01,-1.23502081e-01,-9.43018673e-01,6.27412578e-01,1.13937857e+00
-0.020000,-0.150000,0.100000,1.93777985e-01,-1.12314501e-01,-8.54985906e-01,6.28179497e-01,1.06687625e+00
-0.020000,-0.140000,-0.100000,5.06456704e-02,-3.18149923e-02,-2.26453524e-01,-1.79887492e-01,2.90951718e-01
-0.020000,-0.140000,-0.090000,5.24550971e-02,-3.52928372e-02,-2.52159532e-01,-1.81616152e-01,3.12753003e-01
-0.020000,-0.140000,-0.080000,5.42691147e-02,-3.90247460e-02,-2.80072412e-01,-1.80677171e-01,3.35570748e-01
-0.020000,-0.140000,-0.070000,5.60570088e-02,-4.29506265e-02,-3.09843485e-01,-1.76246146e-01,3.59041008e-01
-0.020000,-0.140000,-0.060000,5.77794148e-02,-4.69715931e-02,-3.40814180e-01,-1.67428996e-01,3.82613519e-01
-0.020000,-0.140000,-0.050000,5.93880659e-02,-5.09434667e-02,-3.71930025e-01,-1.53361262e-01,4.05520476e-01
-0.020000,-0.140000,-0.040000,6.08268627e-02,-5.46761239e-02,-4.01690249e-01,-1.33374322e-01,4.26770716e-01
-0.020000,-0.140000,-0.030000,6.20349270e-02,-5.79431280e-02,-4.28184613e-01,-1.07222186e-01,4.45192168e-01
-0.020000,-0.140000,-0.020000,6.29520512e-02,-6.05049244e-02,-4.49272236e-01,-7.53216244e-02,4.59542964e-01
-0.020000,-0.140000,-0.010000,6.35262297e-02,-6.21447353e-02,-4.62922254e-01,-3.89091843e-02,4.68692763e-01
-0.020000,-0.140000,0.000000,2.54887425e-01,-2.50839045e-01,-1.87061589e+00,-9.55827843e+04,9.55827843e+04
-0.020000,-0.140000,0.010000,2.54104919e-01,-2.48578941e-01,-1.85168902e+00,1.55636737e-01,1.87477105e+00
-0.020000,-0.140000,0.020000,2.51808205e-01,-2.42019698e-01,-1.79708895e+00,3.01286498e-01,1.83817185e+00
-0.020000,-0.140000,0.030000,2.48139708e-01,-2.31772512e-01,-1.71273845e+00,4.28888745e-01,1.78076867e+00
-0.020000,-0.140000,0.040000,2.43307451e-01,-2.18704495e-01,-1.60676100e+00,5.33497289e-01,1.70708287e+00
-0.020000,-0.140000,0.050000,2.37552264e-01,-2.03773867e-01,-1.48772010e+00,6.13445046e-01,1.62208190e+00
-0.020000,-0.140000,0.060000,2.31117659e-01,-1.87886372e-01,-1.36325672e+00,6.69715984e-01,1.53045408e+00
-0.020000,-0.140000,0.070000,2.24228035e-01,-1.71802506e-01,-1.23937394e+00,7.04984584e-01,1.43616403e+00
-0.020000,-0.140000,0.080000,2.17076459e-01,-1.56098984e-01,-1.12028965e+00,7.22708683e-01,1.34228299e+00
-0.020000,-0.140000,0.090000,2.09820388e-01,-1.41171349e-01,-1.00863813e+00,7.26464608e-01,1.25101201e+00
-0.020000,-0.140000,0.100000,2.02582682e-01,-1.27259969e-01,-9.05814096e-01,7.19549970e-01,1.16380687e+00
-0.020000,-0.130000,-0.100000,5.29720190e-02,-3.60466531e-02,-2.38690272e-01,-2.06257313e-01,3.17512971e-01
-0.020000,-0.130000,-0.090000,5.50589761e-02,-4.03699929e-02,-2.68564755e-01,-2.10744483e-01,3.43758637e-01
-0.020000,-0.130000,-0.080000,5.71775120e-02,-4.50918090e-02,-3.01680657e-01,-2.12405160e-01,3.71699397e-01
-0.020000,-0.130000,-0.070000,5.92939556e-02,-5.01532749e-02,-3.37814866e-01,-2.10121949e-01,4.00980633e-01
-0.020000,-0.130000,-0.060000,6.13624456e-02,-5.54399734e-02,-3.76346807e-01,-2.02583660e-01,4.30987992e-01
-0.020000,-0.130000,-0.050000,6.33234285e-02,-6.07669829e-02,-4.16087394e-01,-1.88389197e-01,4.60773084e-01
-0.020000,-0.130000,-0.040000,6.51037690e-02,-6.58709933e-02,-4.55125114e-01,-1.66272970e-01,4.89003637e-01
-0.020000,-0.130000,-0.030000,6.66198416e-02,-7.04183613e-02,-4.90781121e-01,-1.35475510e-01,5.13982945e-01
-0.020000,-0.130000,-0.020000,6.77848984e-02,-7.40378263e-02,-5.19804934e-01,-9.62106965e-02,5.33793282e-01
-0.020000,-0.130000,-0.010000,6.85209270e-02,-7.63799419e-02,-5.38911326e-01,-5.00566177e-02,5.46593979e-01
-0.020000,-0.130000,0.000000,2.75091657e-01,-3.08766376e-01,-2.18237959e+00,-1.03159371e+05,1.03159371e+05
-0.020000,-0.130000,0.010000,2.74083708e-01,-3.05519768e-01,-2.15564530e+00,2.00226471e-01,2.18637592e+00
-0.020000,-0.130000,0.020000,2.71139594e-01,-2.96151305e-01,-2.07921974e+00,3.84842786e-01,2.13517313e+00
-0.020000,-0.130000,0.030000,2.66479366e-01,-2.81673445e-01,-1.96312448e+00,5.41902040e-01,2.05593178e+00
-0.020000,-0.130000,0.040000,2.60415076e-01,-2.63483973e-01,-1.82050045e+00,6.65091879e-01,1.95601455e+00
-0.020000,-0.130000,0.050000,2.53293714e-01,-2.43067931e-01,-1.66434958e+00,7.53556786e-01,1.84309234e+00
-0.020000,-0.130000,0.060000,2.45449783e-01,-2.21759893e-01,-1.50538723e+00,8.10334640e-01,1.72395197e+00
-0.020000,-0.130000,0.070000,2.37175822e-01,-2.00613100e-01,-1.35125946e+00,8.40487796e-01,1.60392253e+00
-0.020000,-0.130000,0.080000,2.28710048e-01,-1.80367236e-01,-1.20672263e+00,8.49620638e-01,1.48679759e+00
-0.020000,-0.130000,0.090000,2.20235905e-01,-1.61479971e-01,-1.07425902e+00,8.42977930e-01,1.37503455e+00
-0.020000,-0.130000,0.100000,2.11888076e-01,-1.44186613e-01,-9.54761088e-01,8.25029253e-01,1.27005188e+00
-0.020000,-0.120000,-0.100000,5.54157921e-02,-4.07971942e-02,-2.49815026e-01,-2.36475225e-01,3.46399322e-01
-0.020000,-0.120000,-0.090000,5.78240258e-02,-4.61589750e-02,-2.84249837e-01,-2.44809605e-01,3.77968733e-01
-0.020000,-0.120000,-0.080000,6.03027762e-02,-5.21268421e-02,-3.23288912e-01,-2.50369185e-01,4.12210695e-01
-0.020000,-0.120000,-0.070000,6.28173677e-02,-5.86564049e-02,-3.66985578e-01,-2.51702490e-01,4.48857585e-01
-0.020000,-0.120000,-0.060000,6.53166003e-02,-6.56266819e-02,-4.14931760e-01,-2.46955983e-01,4.87301226e-01
-0.020000,-0.120000,-0.050000,6.77289215e-02,-7.28100776e-02,-4.65956044e-01,-2.33935630e-01,5.26442990e-01
-0.020000,-0.120000,-0.040000,6.99600901e-02,-7.98484206e-02,-5.17767798e-01,-2.10362887e-01,5.64545664e-01
-0.020000,-0.120000,-0.030000,7.18948498e-02,-8.62517215e-02,-5.66683310e-01,-1.74436137e-01,5.99163833e-01
-0.020000,-0.120000,-0.020000,7.34058988e-02,-9.14403341e-02,-6.07714900e-01,-1.25714072e-01,6.27282044e-01
-0.020000,-0.120000,-0.010000,7.43723662e-02,-9.48422553e-02,-6.35361422e-01,-6.60569093e-02,6.45788437e-01
-0.020000,-0.120000,0.000000,2.98821924e-01,-3.84117773e-01,-2.58062734e+00,-1.12058221e+05,1.12058221e+05
-0.020000,-0.120000,0.010000,2.97489465e-01,-3.79369021e-01,-2.54144569e+00,2.64227637e-01,2.58315375e+00
-0.020000,-0.120000,0.020000,2.93623595e-01,-3.65761337e-01,-2.43085960e+00,5.02856289e-01,2.50912818e+00
-0.020000,-0.120000,0.030000,2.87579399e-01,-3.45006886e-01,-2.26673324e+00,6.97744549e-01,2.39665533e+00
-0.020000,-0.120000,0.040000,2.79840361e-01,-3.19393682e-01,-2.07107119e+00,8.41451548e-01,2.25818266e+00
-0.020000,-0.120000,0.050000,2.70915686e-01,-2.91240310e-01,-1.86382418e+00,9.35742519e-01,2.10577196e+00
-0.020000,-0.120000,0.060000,2.61266401e-01,-2.62506728e-01,-1.65972704e+00,9.87823934e-01,1.94920490e+00
-0.020000,-0.120000,0.070000,2.51269471e-01,-2.34625620e-01,-1.46794231e+00,1.00680996e+00,1.79543034e+00
-0.020000,-0.120000,0.080000,2.41211105e-01,-2.08507368e-01,-1.29315565e+00,1.00147674e+00,1.64884278e+00
-0.020000,-0.120000,0.090000,2.31296103e-01,-1.84635900e-01,-1.13699935e+00,9.79238418e-01,1.51187493e+00
-0.020000,-0.120000,0.100000,2.21663168e-01,-1.63188777e-01,-9.99260103e-01,9.45900899e-01,1.38559729e+00
-0.020000,-0.110000,-0.100000,5.79618210e-02,-4.60666975e-02,-2.58983350e-01,-2.70729480e-01,3.77477109e-01
-0.020000,-0.110000,-0.090000,6.07381963e-02,-5.26840482e-02,-2.98190460e-01,-2.84268925e-01,4.15333579e-01
-0.020000,-0.110000,-0.080000,6.36394160e-02,-6.01972637e-02,-3.43716634e-01,-2.95454813e-01,4.57229025e-01
-0.020000,-0.110000,-0.070000,6.66336298e-02,-6.85994615e-02,-3.96117641e-01,-3.02517919e-01,5.03122413e-01
-0.020000,-0.110000,-0.060000,6.96678523e-02,-7.77838830e-02,-4.55510593e-01,-3.02976952e-01,5.52571503e-01
-0.020000,-0.110000,-0.050000,7.26603047e-02,-8.74888280e-02,-5.21107499e-01,-2.93553428e-01,6.04467481e-01
-0.020000,-0.110000,-0.040000,7.54929372e-02,-9.72418144e-02,-5.90518684e-01,-2.70333780e-01,6.56695241e-01
-0.020000,-0.110000,-0.030000,7.80080384e-02,-1.06331513e-01,-6.58945898e-01,-2.29482962e-01,7.05817623e-01
-0.020000,-0.110000,-0.020000,8.00160849e-02,-1.13852463e-01,-7.18761968e-01,-1.68809304e-01,7.47046003e-01
-0.020000,-0.110000,-0.010000,8.13230587e-02,-1.18860571e-01,-7.60429939e-01,-8.99763238e-02,7.74904682e-01
-0.020000,-0.110000,0.000000,3.27111845e-01,-4.82491087e-01,-3.10189654e+00,-1.22666942e+05,1.22666942e+05
-0.020000,-0.110000,0.010000,3.25292235e-01,-4.75442283e-01,-3.04171976e+00,3.59905295e-01,3.09961873e+00
-0.020000,-0.110000,0.020000,3.20064340e-01,-4.55409851e-01,-2.87504787e+00,6.75237217e-01,2.98818401e+00
-0.020000,-0.110000,0.030000,3.12032153e-01,-4.25326053e-01,-2.63578359e+00,9.17931847e-01,2.82327049e+00
-0.020000,-0.110000,0.040000,3.01971749e-01,-3.88967257e-01,-2.36207474e+00,1.08133512e+00,2.62678096e+00
-0.020000,-0.110000,0.050000,2.90641219e-01,-3.49955312e-01,-2.08443000e+00,1.17421371e+00,2.41786992e+00
-0.020000,-0.110000,0.060000,2.78671409e-01,-3.11135532e-01,-1.82204237e+00,1.21190781e+00,2.21028601e+00
-0.020000,-0.110000,0.070000,2.66534519e-01,-2.74397846e-01,-1.58447056e+00,1.21007168e+00,2.01248965e+00
-0.020000,-0.110000,0.080000,2.54557664e-01,-2.40789055e-01,-1.37486654e+00,1.18181925e+00,1.82891610e+00
-0.020000,-0.110000,0.090000,2.42952785e-01,-2.10736193e-01,-1.19276184e+00,1.13707570e+00,1.66133431e+00
-0.020000,-0.110000,0.100000,2.31847284e-01,-1.84266790e-01,-1.03593340e+00,1.08291792e+00,1.50990843e+00
-0.020000,-0.100000,-0.100000,6.05854702e-02,-5.18205834e-02,-2.65149558e-01,-3.08977905e-01,4.10435143e-01
-0.020000,-0.100000,-0.090000,6.37775173e-02,-5.99238698e-02,-3.09025014e-01,-3.29323847e-01,4.55567257e-01
-0.020000,-0.100000,-0.080000,6.71675018e-02,-6.93128503e-02,-3.61242258e-01,-3.48311753e-01,5.06578047e-01
-0.020000,-0.100000,-0.070000,7.07328462e-02,-8.00537672e-02,-4.23152503e-01,-3.63991511e-01,5.63876286e-01
-0.020000,-0.100000,-0.060000,7.44263119e-02,-9.20920546e-02,-4.95882693e-01,-3.73314612e-01,6.27490550e-01
-0.020000,-0.100000,-0.050000,7.81629686e-02,-1.05159193e-01,-5.79746760e-01,-3.71725453e-01,6.96666759e-01
-0.020000,-0.100000,-0.040000,8.18035567e-02,-1.18659485e-01,-6.73105591e-01,-3.52907600e-01,7.69217124e-01
-0.020000,-0.100000,-0.030000,8.51383420e-02,-1.31580703e-01,-7.70529780e-01,-3.09280096e-01,8.40644872e-01
-0.020000,-0.100000,-0.020000,8.78841466e-02,-1.42520086e-01,-8.60789372e-01,-2.34345435e-01,9.03431293e-01
-0.020000,-0.100000,-0.010000,8.97180378e-02,-1.49927109e-01,-9.26878667e-01,-1.27649205e-01,9.47563465e-01
-0.020000,-0.100000,0.000000,3.61464021e-01,-6.10224480e-01,-3.80581397e+00,-1.35549008e+05,1.35549008e+05
-0.020000,-0.100000,0.010000,3.58872151e-01,-5.99708435e-01,-3.70751467e+00,5.10596820e-01,3.79025386e+00
-0.020000,-0.100000,0.020000,3.51536586e-01,-5.70080342e-01,-3.44315749e+00,9.37381739e-01,3.61372517e+00
-0.020000,-0.100000,0.030000,3.40553368e-01,-5.26322813e-01,-3.08211912e+00,1.23712038e+00,3.36257949e+00
-0.020000,-0.100000,0.040000,3.27214227e-01,-4.74637941e-01,-2.69242236e+00,1.41163040e+00,3.07686850e+00
-0.020000,-0.100000,0.050000,3.12651874e-01,-4.20636771e-01,-2.31898704e+00,1.48690181e+00,2.78666704e+00
-0.020000,-0.100000,0.060000,2.97705247e-01,-3.68368218e-01,-1.98353077e+00,1.49325845e+00,2.50996220e+00
