x,y,z,V,Ex,Ey,Ez,E_mag
-0.110000,0.060000,0.000000,2.92133482e-01,-2.27183107e+00,1.16435003e+00,-1.09550056e+05,1.09550056e+05
-0.110000,0.060000,0.010000,2.90837757e-01,-2.23527773e+00,1.14748267e+00,2.56763256e-01,2.52569009e+00
-0.110000,0.060000,0.020000,2.87088205e-01,-2.13300912e+00,1.09992432e+00,4.86850995e-01,2.44879263e+00
-0.110000,0.060000,0.030000,2.81250641e-01,-1.98344035e+00,1.02939299e+00,6.72387889e-01,2.33362186e+00
-0.110000,0.060000,0.040000,2.73810044e-01,-1.80806999e+00,9.45216603e-01,8.07359846e-01,2.19416987e+00
-0.110000,0.060000,0.050000,2.65261776e-01,-1.62510931e+00,8.55710114e-01,8.94983387e-01,2.04308966e+00
-0.110000,0.060000,0.060000,2.56041945e-01,-1.44704573e+00,7.66978340e-01,9.43166354e-01,1.88991002e+00
-0.110000,0.060000,0.070000,2.46499724e-01,-1.28105431e+00,6.82870832e-01,9.60935183e-01,1.74092192e+00
-0.110000,0.060000,0.080000,2.36897017e-01,-1.13045501e+00,6.05455996e-01,9.56519281e-01,1.59982331e+00
-0.110000,0.060000,0.090000,2.27420651e-01,-9.96142568e-01,5.35578573e-01,9.36657264e-01,1.46849285e+00
-0.110000,0.060000,0.100000,2.18197884e-01,-8.77640593e-01,4.73319392e-01,9.06546807e-01,1.34763176e+00
-0.110000,0.070000,-0.100000,5.33062657e-02,-2.05739552e-01,1.29827213e-01,-2.11535705e-01,3.22383658e-01
-0.110000,0.070000,-0.090000,5.54516546e-02,-2.32228386e-01,1.46224137e-01,-2.17191438e-01,3.49976631e-01
-0.110000,0.070000,-0.080000,5.76414890e-02,-2.61934728e-01,1.64487365e-01,-2.20256545e-01,3.79708889e-01
-0.110000,0.070000,-0.070000,5.98443496e-02,-2.94847137e-01,1.84555384e-01,-2.19581023e-01,4.11353071e-01
-0.110000,0.070000,-0.060000,6.20158751e-02,-3.30639245e-01,2.06168358e-01,-2.13726479e-01,4.44417270e-01
-0.110000,0.070000,-0.050000,6.40960120e-02,-3.68467007e-01,2.28759657e-01,-2.01008634e-01,4.78020279e-01
-0.110000,0.070000,-0.040000,6.60073010e-02,-4.06716137e-01,2.51330752e-01,-1.79677069e-01,5.10753377e-01
-0.110000,0.070000,-0.030000,6.76560464e-02,-4.42780198e-01,2.72356078e-01,-1.48327230e-01,5.40585890e-01
-0.110000,0.070000,-0.020000,6.89390104e-02,-4.73067661e-01,2.89819037e-01,-1.06589312e-01,5.64933064e-01
-0.110000,0.070000,-0.010000,6.97578107e-02,-4.93523752e-01,3.01512519e-01,-5.59230061e-02,5.81036036e-01
-0.110000,0.070000,0.000000,2.80159028e-01,-2.00313952e+00,1.22257470e+00,-1.05059635e+05,1.05059635e+05
-0.110000,0.070000,0.010000,2.79031243e-01,-1.97409501e+00,1.20605008e+00,2.23692025e-01,2.32414415e+00
-0.110000,0.070000,0.020000,2.75756042e-01,-1.89227064e+00,1.15927615e+00,4.26357246e-01,2.25973226e+00
-0.110000,0.070000,0.030000,2.70624186e-01,-1.77112079e+00,1.08942431e+00,5.93308920e-01,2.16234356e+00
-0.110000,0.070000,0.040000,2.64029204e-01,-1.62686455e+00,1.00532301e+00,7.18708278e-01,2.04301351e+00
-0.110000,0.070000,0.050000,2.56384048e-01,-1.47386803e+00,9.15038630e-01,8.04034535e-01,1.91208112e+00
-0.110000,0.070000,0.060000,2.48063500e-01,-1.32255698e+00,8.24673434e-01,8.54905916e-01,1.77766908e+00
-0.110000,0.070000,0.070000,2.39377398e-01,-1.17938855e+00,7.38221535e-01,8.78324091e-01,1.64541229e+00
-0.110000,0.070000,0.080000,2.30565956e-01,-1.04773891e+00,6.57949459e-01,8.81026178e-01,1.51883555e+00
-0.110000,0.070000,0.090000,2.21806619e-01,-9.28913543e-01,5.84896546e-01,8.68765752e-01,1.39990652e+00
-0.110000,0.070000,0.100000,2.13225063e-01,-8.22958208e-01,5.19308854e-01,8.46142821e-01,1.28953463e+00
-0.110000,0.080000,-0.100000,5.19625325e-02,-1.91466115e-01,1.38447748e-01,-1.95857698e-01,3.06899479e-01
-0.110000,0.080000,-0.090000,5.39421785e-02,-2.14811556e-01,1.55110441e-01,-1.99714220e-01,3.31796660e-01
-0.110000,0.080000,-0.080000,5.59482568e-02,-2.40680867e-01,1.73493995e-01,-2.00995853e-01,3.58366822e-01
-0.110000,0.080000,-0.070000,5.79502234e-02,-2.68956648e-01,1.93483817e-01,-1.98708973e-01,3.86340422e-01
-0.110000,0.080000,-0.060000,5.99065839e-02,-2.99242204e-01,2.14766688e-01,-1.91661460e-01,4.15216500e-01
-0.110000,0.080000,-0.050000,6.17631592e-02,-3.30715796e-01,2.36737279e-01,-1.78526599e-01,4.44172516e-01
-0.110000,0.080000,-0.040000,6.34524959e-02,-3.61969277e-01,2.58400031e-01,-1.58017634e-01,4.71976595e-01
-0.110000,0.080000,-0.030000,6.48958058e-02,-3.90898742e-01,2.78311299e-01,-1.29225955e-01,4.96949045e-01
-0.110000,0.080000,-0.020000,6.60091492e-02,-4.14780874e-01,2.94645065e-01,-9.21222168e-02,5.17054534e-01
-0.110000,0.080000,-0.010000,6.67149005e-02,-4.30692994e-01,3.05475431e-01,-4.80689068e-02,5.30209689e-01
-0.110000,0.080000,0.000000,2.67828051e-01,-1.74519362e+00,1.23712261e+00,-1.00435519e+05,1.00435519e+05
-0.110000,0.080000,0.010000,2.66859602e-01,-1.72277198e+00,1.22190173e+00,1.92275627e-01,2.12083875e+00
-0.110000,0.080000,0.020000,2.64036597e-01,-1.65912350e+00,1.17858026e+00,3.68488867e-01,2.06821813e+00
-0.110000,0.080000,0.030000,2.59583223e-01,-1.56359497e+00,1.11324520e+00,5.16903821e-01,1.98779618e+00
-0.110000,0.080000,0.040000,2.53809984e-01,-1.44787711e+00,1.03360012e+00,6.32070536e-01,1.88790638e+00
-0.110000,0.080000,0.050000,2.47052637e-01,-1.32286319e+00,9.46949115e-01,7.14106394e-01,1.77669006e+00
-0.110000,0.080000,0.060000,2.39626335e-01,-1.19696881e+00,8.59066751e-01,7.66645842e-01,1.66086600e+00
-0.110000,0.080000,0.070000,2.31800893e-01,-1.07582659e+00,7.73935266e-01,7.94835892e-01,1.54536169e+00
-0.110000,0.080000,0.080000,2.23793027e-01,-9.62723468e-01,6.93975981e-01,8.03983413e-01,1.43346729e+00
-0.110000,0.080000,0.090000,2.15768714e-01,-8.59246225e-01,6.20441764e-01,7.98856880e-01,1.32718664e+00
-0.110000,0.080000,0.100000,2.07850130e-01,-7.65864462e-01,5.53790992e-01,7.83430793e-01,1.22759792e+00
-0.110000,0.090000,-0.100000,5.05464415e-02,-1.77016988e-01,1.44332821e-01,-1.80090102e-01,2.90859798e-01
-0.110000,0.090000,-0.090000,5.23602075e-02,-1.97335917e-01,1.60772816e-01,-1.82307486e-01,3.13090054e-01
-0.110000,0.090000,-0.080000,5.41842529e-02,-2.19563095e-01,1.78713058e-01,-1.82018495e-01,3.36566550e-01
-0.110000,0.090000,-0.070000,5.59894512e-02,-2.43508576e-01,1.97985507e-01,-1.78387393e-01,3.60994113e-01
-0.110000,0.090000,-0.060000,5.77376764e-02,-2.68745410e-01,2.18232158e-01,-1.70457094e-01,3.85882095e-01
-0.110000,0.090000,-0.050000,5.93809041e-02,-2.94512789e-01,2.38831964e-01,-1.57223329e-01,4.10484671e-01
-0.110000,0.090000,-0.040000,6.08614441e-02,-3.19624937e-01,2.58834639e-01,-1.37791915e-01,4.33753482e-01
-0.110000,0.090000,-0.030000,6.21142659e-02,-3.42436657e-01,2.76940361e-01,-1.11641500e-01,4.54337597e-01
-0.110000,0.090000,-0.020000,6.30724120e-02,-3.60946883e-01,2.91585880e-01,-7.89675569e-02,4.70681264e-01
-0.110000,0.090000,-0.010000,6.36758064e-02,-3.73115166e-01,3.01190805e-01,-4.09882266e-02,4.81259662e-01
-0.110000,0.090000,0.000000,2.55528250e-01,-1.50947982e+00,1.21817998e+00,-9.58230936e+04,9.58230937e+04
-0.110000,0.090000,0.010000,2.54703226e-01,-1.49246066e+00,1.20476322e+00,1.63952907e-01,1.92503865e+00
-0.110000,0.090000,0.020000,2.52289648e-01,-1.44378753e+00,1.16634352e+00,3.15870228e-01,1.88272506e+00
-0.110000,0.090000,0.030000,2.48457063e-01,-1.36974663e+00,1.10776144e+00,4.46565999e-01,1.81735039e+00
-0.110000,0.090000,0.040000,2.43445776e-01,-1.27849975e+00,1.03533856e+00,5.51167659e-01,1.73501393e+00
-0.110000,0.090000,0.050000,2.37523617e-01,-1.17805116e+00,9.55327854e-01,6.28893316e-01,1.64193868e+00
-0.110000,0.090000,0.060000,2.30950706e-01,-1.07498164e+00,8.72928633e-01,6.81828376e-01,1.54352838e+00
-0.110000,0.090000,0.070000,2.23957805e-01,-9.74034304e-01,7.91942028e-01,7.13549573e-01,1.44397645e+00
-0.110000,0.090000,0.080000,2.16737012e-01,-8.78252382e-01,7.14852233e-01,7.28073979e-01,1.34626620e+00
-0.110000,0.090000,0.090000,2.09440830e-01,-7.89343668e-01,6.43091264e-01,7.29229943e-01,1.25236022e+00
-0.110000,0.090000,0.100000,2.02185766e-01,-7.08067952e-01,5.77331284e-01,7.20360406e-01,1.16343919e+00
-0.110000,0.100000,-0.100000,4.90841595e-02,-1.62757788e-01,1.47735223e-01,-1.64642505e-01,2.74632387e-01
-0.110000,0.100000,-0.090000,5.07362905e-02,-1.80258872e-01,1.63567260e-01,-1.65438181e-01,2.94308174e-01
-0.110000,0.100000,-0.080000,5.23849779e-02,-1.99150411e-01,1.80640071e-01,-1.63847093e-01,3.14861226e-01
-0.110000,0.100000,-0.070000,5.40030053e-02,-2.19203582e-01,1.98741975e-01,-1.59185688e-01,3.35989086e-01
-0.110000,0.100000,-0.060000,5.55559761e-02,-2.39997409e-01,2.17488605e-01,-1.50709837e-01,3.57230324e-01
-0.110000,0.100000,-0.050000,5.70020369e-02,-2.60859922e-01,2.36271510e-01,-1.37689036e-01,3.77929088e-01
-0.110000,0.100000,-0.040000,5.82926200e-02,-2.80825012e-01,2.54221405e-01,-1.19538311e-01,3.97216084e-01
-0.110000,0.100000,-0.030000,5.93748201e-02,-2.98639385e-01,2.70216338e-01,-9.60116423e-02,4.14029693e-01
-0.110000,0.100000,-0.020000,6.01959057e-02,-3.12864287e-01,2.82973635e-01,-6.74259681e-02,4.27205339e-01
-0.110000,0.100000,-0.010000,6.07098897e-02,-3.22101022e-01,2.91250274e-01,-3.48306386e-02,4.35647752e-01
-0.110000,0.100000,0.000000,2.43540053e-01,-1.30123634e+00,1.17649423e+00,-9.13275199e+04,9.13275199e+04
-0.110000,0.100000,0.010000,2.42839559e-01,-1.28840409e+00,1.16500110e+00,1.39322555e-01,1.74259101e+00
-0.110000,0.100000,0.020000,2.40783623e-01,-1.25145715e+00,1.13189454e+00,2.69703873e-01,1.70882135e+00
-0.110000,0.100000,0.030000,2.37499281e-01,-1.19455754e+00,1.08086535e+00,3.84046569e-01,1.65611877e+00
-0.110000,0.100000,0.040000,2.33170480e-01,-1.12330005e+00,1.01688562e+00,4.78153242e-01,1.58886434e+00
-0.110000,0.100000,0.050000,2.28008148e-01,-1.04343969e+00,9.45086040e-01,5.50756144e-01,1.51171635e+00
-0.110000,0.100000,0.060000,2.22223904e-01,-9.59989636e-01,8.69954421e-01,6.02839348e-01,1.42892130e+00
-0.110000,0.100000,0.070000,2.16012021e-01,-8.76814327e-01,7.94967902e-01,6.36742752e-01,1.34395635e+00
-0.110000,0.100000,0.080000,2.09539912e-01,-7.96601644e-01,7.22560285e-01,6.55388373e-01,1.25944490e+00
-0.110000,0.100000,0.090000,2.02945162e-01,-7.21035490e-01,6.54269038e-01,6.61752723e-01,1.17723269e+00
-0.110000,0.100000,0.100000,1.96336638e-01,-6.51031152e-01,5.90940893e-01,6.58570018e-01,1.09852955e+00
-0.110000,0.110000,-0.100000,4.75989378e-02,-1.48978372e-01,1.48978372e-01,-1.49831086e-01,2.58531362e-01
-0.110000,0.110000,-0.090000,4.90969787e-02,-1.63927543e-01,1.63927543e-01,-1.49448972e-01,2.75825079e-01
-0.110000,0.110000,-0.080000,5.05805042e-02,-1.79851427e-01,1.79851427e-01,-1.46841062e-01,2.93692644e-01
-0.110000,0.110000,-0.070000,5.20245694e-02,-1.96510224e-01,1.96510224e-01,-1.41463329e-01,3.11840360e-01
-0.110000,0.110000,-0.060000,5.33986633e-02,-2.13514735e-01,2.13514735e-01,-1.32754884e-01,3.29849880e-01
-0.110000,0.110000,-0.050000,5.46668457e-02,-2.30294342e-01,2.30294342e-01,-1.20205008e-01,3.47160210e-01
-0.110000,0.110000,-0.040000,5.57887383e-02,-2.46082866e-01,2.46082866e-01,-1.03457204e-01,3.63066036e-01
-0.110000,0.110000,-0.030000,5.67217267e-02,-2.59943408e-01,2.59943408e-01,-8.24450076e-02,3.76747037e-01
-0.110000,0.110000,-0.020000,5.74245746e-02,-2.70854264e-01,2.70854264e-01,-5.75313808e-02,3.87342129e-01
-0.110000,0.110000,-0.010000,5.78622243e-02,-2.77863302e-01,2.77863303e-01,-2.95955210e-02,3.94070964e-01
-0.110000,0.110000,0.000000,2.32043673e-01,-1.12113421e+00,1.12113421e+00,-8.70163773e+04,8.70163773e+04
-0.110000,0.110000,0.010000,2.31448897e-01,-1.11145321e+00,1.11145321e+00,1.18382084e-01,1.57628386e+00
-0.110000,0.110000,0.020000,2.29698299e-01,-1.08341706e+00,1.08341706e+00,2.30125523e-01,1.54936852e+00
-0.110000,0.110000,0.030000,2.26886907e-01,-1.03977363e+00,1.03977363e+00,3.29780031e-01,1.50698815e+00
-0.110000,0.110000,0.040000,2.23154953e-01,-9.84331463e-01,9.84331464e-01,4.13828814e-01,1.45226415e+00
-0.110000,0.110000,0.050000,2.18667383e-01,-9.21177367e-01,9.21177367e-01,4.80820032e-01,1.38864084e+00
-0.110000,0.110000,0.060000,2.13594653e-01,-8.54058939e-01,8.54058939e-01,5.31019536e-01,1.31939952e+00
-0.110000,0.110000,0.070000,2.08098278e-01,-7.86040898e-01,7.86040898e-01,5.65853318e-01,1.24736144e+00
-0.110000,0.110000,0.080000,2.02322017e-01,-7.19405708e-01,7.19405708e-01,5.87364246e-01,1.17477057e+00
-0.110000,0.110000,0.090000,1.96387915e-01,-6.55710174e-01,6.55710174e-01,5.97795886e-01,1.10330031e+00
-0.110000,0.110000,0.100000,1.90395751e-01,-5.95913488e-01,5.95913488e-01,5.99324345e-01,1.03412545e+00
-0.110000,0.120000,-0.100000,4.61106077e-02,-1.35889772e-01,1.48416721e-01,-1.35877025e-01,2.42808812e-01
-0.110000,0.120000,-0.090000,4.74643269e-02,-1.48579056e-01,1.62310989e-01,-1.34561558e-01,2.57929071e-01
-0.110000,0.120000,-0.080000,4.87950506e-02,-1.61922318e-01,1.76930843e-01,-1.31208761e-01,2.73384526e-01
-0.110000,0.120000,-0.070000,5.00803032e-02,-1.75688423e-01,1.92024844e-01,-1.25396581e-01,2.88901826e-01
-0.110000,0.120000,-0.060000,5.12934087e-02,-1.89534159e-01,2.07217891e-01,-1.16714509e-01,3.04113019e-01
-0.110000,0.120000,-0.050000,5.24038688e-02,-2.02989476e-01,2.21994347e-01,-1.04819844e-01,3.18548924e-01
-0.110000,0.120000,-0.040000,5.33784145e-02,-2.15458687e-01,2.35698694e-01,-8.95157787e-02,3.31646490e-01
-0.110000,0.120000,-0.030000,5.41829196e-02,-2.26249560e-01,2.47567132e-01,-7.08431502e-02,3.42778500e-01
-0.110000,0.120000,-0.020000,5.47852140e-02,-2.34639954e-01,2.56801083e-01,-4.91638599e-02,3.51311527e-01
-0.110000,0.120000,-0.010000,5.51585476e-02,-2.39980890e-01,2.62681631e-01,-2.52009638e-02,3.56689719e-01
-0.110000,0.120000,0.000000,2.21140337e-01,-9.67264660e-01,1.05881124e+00,-8.29276262e+04,8.29276262e+04
-0.110000,0.120000,0.010000,2.20634190e-01,-9.59923561e-01,1.05072653e+00,1.00803855e-01,1.42675888e+00
-0.110000,0.120000,0.020000,2.19140856e-01,-9.38559814e-01,1.02720433e+00,1.96655440e-01,1.40524611e+00
-0.110000,0.120000,0.030000,2.16731678e-01,-9.04998238e-01,9.90268527e-01,2.83372601e-01,1.37111400e+00
-0.110000,0.120000,0.040000,2.13513658e-01,-8.61834747e-01,9.42794775e-01,3.58063115e-01,1.32658596e+00
-0.110000,0.120000,0.050000,2.09615475e-01,-8.11957905e-01,8.87977387e-01,4.19279375e-01,1.27419570e+00
-0.110000,0.120000,0.060000,2.05173635e-01,-7.58136635e-01,8.28871564e-01,4.66858038e-01,1.21645208e+00
-0.110000,0.120000,0.070000,2.00321213e-01,-7.02753690e-01,7.68099375e-01,5.01586324e-01,1.15560730e+00
-0.110000,0.120000,0.080000,1.95180203e-01,-6.47689272e-01,7.07723371e-01,5.24835045e-01,1.09353811e+00
-0.110000,0.120000,0.090000,1.89857308e-01,-5.94316224e-01,6.49243955e-01,5.38246232e-01,1.03171629e+00
-0.110000,0.120000,0.100000,1.84442431e-01,-5.43559089e-01,5.93666886e-01,5.43508101e-01,9.71235249e-01
-0.110000,0.130000,-0.100000,4.46354400e-02,-1.23629811e-01,1.46403252e-01,-1.22915372e-01,2.27654192e-01
-0.110000,0.130000,-0.090000,4.58558784e-02,-1.34352947e-01,1.59157055e-01,-1.20893214e-01,2.40825356e-01
-0.110000,0.130000,-0.080000,4.70471861e-02,-1.45491040e-01,1.72418134e-01,-1.17035457e-01,2.54151439e-01
-0.110000,0.130000,-0.070000,4.81893999e-02,-1.56833287e-01,1.85937520e-01,-1.11022274e-01,2.67386212e-01
-0.110000,0.130000,-0.060000,4.92594656e-02,-1.68087237e-01,1.99367672e-01,-1.02561649e-01,2.80213632e-01
-0.110000,0.130000,-0.050000,5.02317288e-02,-1.78874141e-01,2.12256127e-01,-9.14340816e-02,2.92247862e-01
-0.110000,0.130000,-0.040000,5.10789343e-02,-1.88736922e-01,2.24054366e-01,-7.75489839e-02,3.03044270e-01
-0.110000,0.130000,-0.030000,5.17738180e-02,-1.97167013e-01,2.34149666e-01,-6.10047825e-02,3.12125744e-01
-0.110000,0.130000,-0.020000,5.22912562e-02,-2.03653493e-01,2.41924439e-01,-4.21370908e-02,3.19026197e-01
-0.110000,0.130000,-0.010000,5.26107502e-02,-2.07751049e-01,2.46839014e-01,-2.15339536e-02,3.23347658e-01
-0.110000,0.130000,0.000000,2.10875272e-01,-8.36613541e-01,9.94086156e-01,-7.90782271e+04,7.90782271e+04
-0.110000,0.130000,0.010000,2.10443001e-01,-8.31004195e-01,9.87356055e-01,8.61358145e-02,1.29339063e+00
-0.110000,0.130000,0.020000,2.09165025e-01,-8.14613974e-01,9.67697757e-01,1.68548363e-01,1.27610479e+00
-0.110000,0.130000,0.030000,2.07095272e-01,-7.88668050e-01,9.36598663e-01,2.44019130e-01,1.24850298e+00
-0.110000,0.130000,0.040000,2.04315737e-01,-7.54947687e-01,8.96217464e-01,3.10195936e-01,1.21217708e+00
-0.110000,0.130000,0.050000,2.00926915e-01,-7.15496563e-01,8.49024507e-01,3.65736326e-01,1.16899145e+00
-0.110000,0.130000,0.060000,1.97037862e-01,-6.72348949e-01,7.97470686e-01,4.10246596e-01,1.12085453e+00
-0.110000,0.130000,0.070000,1.92757600e-01,-6.27333146e-01,7.43750080e-01,4.44089096e-01,1.06954485e+00
-0.110000,0.130000,0.080000,1.88188745e-01,-5.81964160e-01,6.89672536e-01,4.68141829e-01,1.01660576e+00
-0.110000,0.130000,0.090000,1.83423514e-01,-5.37411790e-01,6.36628222e-01,4.83572857e-01,9.63301424e-01
-0.110000,0.130000,0.100000,1.78541760e-01,-4.94519244e-01,5.85613007e-01,4.91661489e-01,9.10616768e-01
-0.110000,0.140000,-0.100000,4.31862824e-02,-1.12273979e-01,1.43266595e-01,-1.11009845e-01,2.13199319e-01
-0.110000,0.140000,-0.090000,4.42849862e-02,-1.21309735e-01,1.54861063e-01,-1.08479384e-01,2.24645893e-01
-0.110000,0.140000,-0.080000,4.53504266e-02,-1.30587734e-01,1.66781053e-01,-1.04316175e-01,2.36116370e-01
-0.110000,0.140000,-0.070000,4.63650729e-02,-1.39922906e-01,1.78790358e-01,-9.82830735e-02,2.47394370e-01
-0.110000,0.140000,-0.060000,4.73091749e-02,-1.49072072e-01,1.90576596e-01,-9.01783048e-02,2.58213184e-01
-0.110000,0.140000,-0.050000,4.81612804e-02,-1.57734635e-01,2.01751434e-01,-7.98695813e-02,2.68259215e-01
-0.110000,0.140000,-0.040000,4.88991260e-02,-1.65562552e-01,2.11862991e-01,-6.73336556e-02,2.77183526e-01
-0.110000,0.140000,-0.030000,4.95009239e-02,-1.72182581e-01,2.20424539e-01,-5.26947421e-02,2.84623531e-01
-0.110000,0.140000,-0.020000,4.99469856e-02,-1.77231483e-01,2.26960651e-01,-3.62512947e-02,2.90234891e-01
-0.110000,0.140000,-0.010000,5.02215030e-02,-1.80400658e-01,2.31066250e-01,-1.84788690e-02,2.93730281e-01
-0.110000,0.140000,0.000000,2.01256794e-01,-7.25926596e-01,9.29868678e-01,-7.54712978e+04,7.54712978e+04
-0.110000,0.140000,0.010000,2.00886012e-01,-7.21602632e-01,9.24265001e-01,7.39154759e-02,1.17492112e+00
-0.110000,0.140000,0.020000,1.99787942e-01,-7.08925932e-01,9.07842602e-01,1.45005179e-01,1.16093956e+00
-0.110000,0.140000,0.030000,1.98003695e-01,-6.88730324e-01,8.81698157e-01,2.10778969e-01,1.13849413e+00
-0.110000,0.140000,0.040000,1.95596504e-01,-6.62250208e-01,8.47451966e-01,2.69334622e-01,1.10873410e+00
-0.110000,0.140000,0.050000,1.92645122e-01,-6.30938540e-01,8.07005738e-01,3.19478325e-01,1.07303686e+00
-0.110000,0.140000,0.060000,1.89236700e-01,-5.96288289e-01,7.62306384e-01,3.60713219e-01,1.03285274e+00
-0.110000,0.140000,0.070000,1.85460292e-01,-5.59691623e-01,7.15161432e-01,3.93132294e-01,9.89577479e-01
-0.110000,0.140000,0.080000,1.81401706e-01,-5.22350936e-01,6.67124214e-01,4.17264699e-01,9.44465482e-01
-0.110000,0.140000,0.090000,1.77139945e-01,-4.85238940e-01,6.19444252e-01,4.33917535e-01,8.98583572e-01
-0.110000,0.140000,0.100000,1.72745129e-01,-4.49095917e-01,5.73066380e-01,4.44039381e-01,8.52797274e-01
-0.110000,0.150000,-0.100000,4.17728776e-02,-1.01848424e-01,1.39297622e-01,-1.00169521e-01,1.99526594e-01
-0.110000,0.150000,-0.090000,4.27613295e-02,-1.09450797e-01,1.49761326e-01,-9.72967352e-02,2.09462613e-01
-0.110000,0.150000,-0.080000,4.37140179e-02,-1.17174198e-01,1.60405424e-01,-9.29861786e-02,2.19331079e-01
-0.110000,0.150000,-0.070000,4.46156825e-02,-1.24860419e-01,1.71012843e-01,-8.70656495e-02,2.28945286e-01
-0.110000,0.150000,-0.060000,4.54495076e-02,-1.32310663e-01,1.81309130e-01,-7.94001939e-02,2.38082975e-01
-0.110000,0.150000,-0.050000,4.61976185e-02,-1.39288652e-01,1.90966280e-01,-6.99173779e-02,2.46491153e-01
-0.110000,0.150000,-0.040000,4.68418419e-02,-1.45530270e-01,1.99615819e-01,-5.86344207e-02,2.53896691e-01
-0.110000,0.150000,-0.030000,4.73647284e-02,-1.50760980e-01,2.06873058e-01,-4.56822544e-02,2.60023467e-01
-0.110000,0.150000,-0.020000,4.77507715e-02,-1.54720648e-01,2.12372155e-01,-3.13196888e-02,2.64615446e-01
-0.110000,0.150000,-0.010000,4.79876891e-02,-1.57192942e-01,2.15807991e-01,-1.59306371e-02,2.67463072e-01
-0.110000,0.150000,0.000000,1.92270290e-01,-6.32135588e-01,8.67908466e-01,-7.21013587e+04,7.21013587e+04
-0.110000,0.150000,0.010000,1.91950756e-01,-6.28771767e-01,8.63231964e-01,6.37225485e-02,1.06985229e+00
-0.110000,0.150000,0.020000,1.91003086e-01,-6.18882594e-01,8.49488622e-01,1.25278755e-01,1.05846178e+00
-0.110000,0.150000,0.030000,1.89458914e-01,-6.03043919e-01,8.27492232e-01,1.82729018e-01,1.04009387e+00
-0.110000,0.150000,0.040000,1.87367368e-01,-5.82121079e-01,7.98463276e-01,2.34537683e-01,1.01558677e+00
-0.110000,0.150000,0.050000,1.84790474e-01,-5.57154608e-01,7.63865122e-01,2.79669512e-01,9.85964612e-01
-0.110000,0.150000,0.060000,1.81798030e-01,-5.29242652e-01,7.25236519e-01,3.17600775e-01,9.52331899e-01
-0.110000,0.150000,0.070000,1.78462730e-01,-4.99441676e-01,6.84051370e-01,3.48262598e-01,9.15781143e-01
-0.110000,0.150000,0.080000,1.74856072e-01,-4.68696791e-01,6.41621695e-01,3.71944714e-01,8.77324314e-01
-0.110000,0.150000,0.090000,1.71045318e-01,-4.37803186e-01,5.99045305e-01,3.89186941e-01,8.37850453e-01
-0.110000,0.150000,0.100000,1.67091510e-01,-4.07393695e-01,5.57190487e-01,4.00678086e-01,7.98106377e-01
-0.100000,-0.150000,-0.100000,4.27789478e-02,-9.91598112e-02,-1.49351374e-01,-1.07755562e-01,2.09164438e-01
-0.100000,-0.150000,-0.090000,4.38444323e-02,-1.06943640e-01,-1.61178493e-01,-1.05097515e-01,2.20138448e-01
-0.100000,-0.150000,-0.080000,4.48756419e-02,-1.14903959e-01,-1.73296776e-01,-1.00863006e-01,2.31101792e-01
-0.100000,-0.150000,-0.070000,4.58557156e-02,-1.22879407e-01,-1.85462744e-01,-9.48366520e-02,2.41846581e-01
-0.100000,-0.150000,-0.060000,4.67657999e-02,-1.30661868e-01,-1.97359342e-01,-8.68400451e-02,2.52119867e-01
-0.100000,-0.150000,-0.050000,4.75855701e-02,-1.37998325e-01,-2.08597819e-01,-7.67629739e-02,2.61627869e-01
-0.100000,-0.150000,-0.040000,4.82940864e-02,-1.44600229e-01,-2.18731460e-01,-6.45985752e-02,2.70047503e-01
-0.100000,-0.150000,-0.030000,4.88709976e-02,-1.50162343e-01,-2.27284551e-01,-5.04763261e-02,2.77046667e-01
-0.100000,-0.150000,-0.020000,4.92980270e-02,-1.54391110e-01,-2.33797014e-01,-3.46837165e-02,2.82312980e-01
-0.100000,-0.150000,-0.010000,4.95605749e-02,-1.57039507e-01,-2.37879998e-01,-1.76664321e-02,2.85587820e-01
-0.100000,-0.150000,0.000000,1.98596734e-01,-6.31767180e-01,-9.57087253e-01,-7.44737751e+04,7.44737752e+04
-0.100000,-0.150000,0.010000,1.98242299e-01,-6.28158026e-01,-9.51519992e-01,7.06657283e-02,1.14235128e+00
-0.100000,-0.150000,0.020000,1.97192108e-01,-6.17564439e-01,-9.35188056e-01,1.38734866e-01,1.12925192e+00
-0.100000,-0.150000,0.030000,1.95483990e-01,-6.00649373e-01,-9.09138203e-01,2.01905305e-01,1.10818667e+00
-0.100000,-0.150000,0.040000,1.93176345e-01,-5.78400918e-01,-8.74925841e-01,2.58394301e-01,1.08019001e+00
-0.100000,-0.150000,0.050000,1.90342280e-01,-5.51993299e-01,-8.34391277e-01,3.07051896e-01,1.04651148e+00
-0.100000,-0.150000,0.060000,1.87063200e-01,-5.22647474e-01,-7.89437369e-01,3.47360180e-01,1.00847947e+00
-0.100000,-0.150000,0.070000,1.83422862e-01,-4.91517628e-01,-7.41850977e-01,3.79346608e-01,9.67386324e-01
-0.100000,-0.150000,0.080000,1.79502568e-01,-4.59615835e-01,-6.93187104e-01,4.03452024e-01,9.24407168e-01
-0.100000,-0.150000,0.090000,1.75377729e-01,-4.27774558e-01,-6.44713972e-01,4.20390061e-01,8.80553793e-01
-0.100000,-0.150000,0.100000,1.71115791e-01,-3.96639245e-01,-5.97405495e-01,4.31022246e-01,8.36657751e-01
